descricao,valor,categoria
Streaming Amazon Prime,15.89,Lazer
Metro Bilhete Unico,22.34,Transporte
Supermercado Carrefour,181.59,Alimentacao
Cinema Cinemark,48.33,Lazer
Gas Comgas,459.68,Moradia
Assistencia Tecnica Eletronicos,35.92,Servicos
Assistencia Tecnica Eletronicos,15.46,Servicos
Gas Ultragaz,369.36,Moradia
Curso Preparatorio Vestibular,145.56,Educacao
Balada Clube Noturno,13.35,Lazer
Moveis Tok e Stok,335.45,Moradia
Feira Livre Central,68.16,Alimentacao
Streaming Amazon Prime,21.51,Lazer
Farmacia Nissei,190.96,Saude
Aluguel Casa Jardim,845.97,Moradia
Aplicativo InDrive,38.34,Transporte
Mensalidade Faculdade Unip,79.36,Educacao
Agua e Esgoto Copasa,94.15,Moradia
Barbearia Moderna,18.23,Servicos
Plano de Saude Amil,75.46,Saude
Aplicativo 99,28.76,Transporte
Mercado Atacadao,44.84,Alimentacao
Streaming Netflix,18.86,Lazer
Boliche Fun Center,20.03,Lazer
Barbearia Classica,20.84,Servicos
Gas Ultragaz,301.55,Moradia
Hospital Sao Marcos,220.55,Saude
Fisioterapia ReviveMed,96.15,Saude
Posto Ale,25.08,Transporte
Aluguel Residencial Imovel,223.11,Moradia
Supermercado Carrefour,56.89,Alimentacao
Streaming Disney Plus,12.55,Lazer
Barbearia Classica,24.13,Servicos
Salao de Beleza Estilo,15.7,Servicos
Padaria Bela Vista,116.23,Alimentacao
Streaming Disney Plus,38.74,Lazer
Supermercado Big Bompreco,84.94,Alimentacao
Farmacia Extrafarma,32.55,Saude
Mercado Sao Luiz,89.96,Alimentacao
Revisao Automotiva Center,22.82,Transporte
Barbearia Vintage,17.62,Servicos
Academia Smart Fit,257.56,Saude
Oficina Mecanica Rapida,33.44,Transporte
Streaming Amazon Prime,15.36,Lazer
Chaveiro 24 Horas,13.01,Servicos
Material Escolar Didatico,38.04,Educacao
Mercado Sao Luiz,50.34,Alimentacao
Supermercado Pao de Acucar,76.77,Alimentacao
Material de Construcao Casa Show,296.67,Moradia
Lava Rapido Brilho,23.63,Transporte
Energia CPFL,155.2,Moradia
Streaming Deezer,39.26,Lazer
Papelaria Escolar Center,64.43,Educacao
Lavanderia Express,21.99,Servicos
Lava Rapido Total,21.41,Transporte
Revisao Automotiva Center,29.63,Transporte
Cinema Ingresso Show,18.81,Lazer
Condominio Residencial Sol,177.78,Moradia
Balada Clube Noturno,20.22,Lazer
Internet Vivo Fibra,428.08,Moradia
Curso Online Coursera,70.06,Educacao
Padaria Doce Vida,79.29,Alimentacao
Lavanderia Express,10.02,Servicos
Lavanderia Express,13.61,Servicos
Gas Comgas,825.31,Moradia
Laboratorio Exame Fleury,273.69,Saude
Pedagio Via Facil,82.92,Transporte
Farmacia Drogasil,302.83,Saude
Curso de Ingles Wizard,41.92,Educacao
Mensalidade Escola Objetivo,77.51,Educacao
Curso Online Alura,69.65,Educacao
Lavanderia Rapida,37.04,Servicos
Farmacia Popular,414.03,Saude
Supermercado Pao de Acucar,63.25,Alimentacao
Condominio Edificio Central,154.65,Moradia
Oficina Mecanica Silva,76.32,Transporte
Streaming Deezer,10.89,Lazer
Buffet de Eventos Tematico,52.35,Lazer
Boliche Fun Center,11.97,Lazer
Cinema Kinoplex,11.21,Lazer
Mensalidade Escola Objetivo,149.98,Educacao
Plano Odontologico OdontoPrev,113.91,Saude
Farmacia Extrafarma,58.68,Saude
Energia Enel,347.05,Moradia
Streaming Spotify Premium,27.32,Lazer
Material de Construcao Leroy Merlin,1772.43,Moradia
Hortifruti Sao Joao,43.14,Alimentacao
Posto Shell,32.06,Transporte
Lava Rapido Brilho,31.82,Transporte
Barbearia Moderna,11.44,Servicos
Parque Aquatico Wet Fun,15.95,Lazer
Mercado Sao Luiz,49.23,Alimentacao
Lavanderia Rapida,28.64,Servicos
Metro Bilhete Unico,96.79,Transporte
Imobiliaria Confianca,251.55,Moradia
Material de Construcao Leroy Merlin,403.38,Moradia
Supermercado Carrefour,45.81,Alimentacao
Revisao Automotiva Center,25.11,Transporte
Assistencia Tecnica Celular,24.13,Servicos
Supermercado Extra,55.48,Alimentacao
Plano de Saude Unimed,97.27,Saude
Barbearia Vintage,6.67,Servicos
Bar da Esquina,14.82,Lazer
Moveis Tok e Stok,641.46,Moradia
Lanchonete Central,39.04,Alimentacao
Consulta Medica Particular,111.85,Saude
Passeio Parque Aquatico,66.02,Lazer
Chaveiro 24 Horas,8.96,Servicos
Moveis Tok e Stok,350.42,Moradia
Aplicativo InDrive,24.97,Transporte
Protecao Veicular Porto Seguro,32.33,Transporte
Plano Odontologico Amil Dental,192.69,Saude
Oficina Mecanica Rapida,43.93,Transporte
Mercado Sao Luiz,88.04,Alimentacao
Streaming HBO Max,18.78,Lazer
Onibus Intermunicipal,40.09,Transporte
Streaming HBO Max,37.86,Lazer
Lanchonete Central,34.11,Alimentacao
Bar da Esquina,41.66,Lazer
Farmacia Pague Menos,139.03,Saude
Curso de Ingles Fisk,18.04,Educacao
Mensalidade Escola Objetivo,39.17,Educacao
Papelaria Kalunga,256.2,Educacao
Oficina Mecanica Silva,30.09,Transporte
Farmacia Nissei,66.85,Saude
Lanchonete do Povo,34.06,Alimentacao
Supermercado Big Bompreco,15.35,Alimentacao
Mercado Sao Luiz,52.95,Alimentacao
Fisioterapia ReviveMed,365.68,Saude
Hortifruti Sao Joao,100.92,Alimentacao
Barbearia Vintage,29.15,Servicos
Condominio Residencial Sol,653.35,Moradia
Posto Ale,85.44,Transporte
Material Escolar Didatico,386.77,Educacao
Clinica Odontologica Sorriso,87.82,Saude
Papelaria Escolar Center,54.31,Educacao
Farmacia Drogasil,114.14,Saude
Livraria Saraiva,104.7,Educacao
Energia CPFL,378.86,Moradia
Clinica Odontologica Bem Estar,56.58,Saude
Imobiliaria Confianca,485.26,Moradia
Curso Online Udemy,244.89,Educacao
Fisioterapia ReviveMed,103.91,Saude
Pet Shop Bicho Feliz,27.47,Servicos
Auto Pecas Center,58.41,Transporte
Mensalidade Faculdade Anhanguera,67.94,Educacao
Material de Construcao Leroy Merlin,309.65,Moradia
Bar do Amigo,11.17,Lazer
Material de Construcao Casa Show,1350.84,Moradia
Lanchonete Central,40.29,Alimentacao
Plano de Saude SulAmerica,71.64,Saude
Internet Vivo Fibra,648.54,Moradia
Bar da Esquina,18.69,Lazer
Condominio Edificio Central,319.38,Moradia
Energia CPFL,642.52,Moradia
Supermercado Assai,27.83,Alimentacao
Protecao Veicular Allianz,55.81,Transporte
Protecao Veicular Porto Seguro,12.17,Transporte
Plano de Saude SulAmerica,59.29,Saude
Mensalidade Escola Bilingue,120.62,Educacao
Conserto de Eletronicos,31.2,Servicos
Supermercado Carrefour,35.57,Alimentacao
Padaria Sao Jose,128.01,Alimentacao
Mensalidade Escola Objetivo,82.35,Educacao
Oficina Mecanica Silva,32.46,Transporte
Boliche Fun Center,12.29,Lazer
Plano de Saude SulAmerica,71.83,Saude
Papelaria Kalunga,80.56,Educacao
Farmacia Droga Raia,159.07,Saude
Consulta Medica Particular,160.38,Saude
Lava Rapido Brilho,39.3,Transporte
Rappi Delivery,82.86,Alimentacao
Aplicativo Uber,72.18,Transporte
Plano Odontologico Amil Dental,102.45,Saude
Pedagio Via Facil,23.28,Transporte
Internet Tim Live,487.19,Moradia
Cinema Kinoplex,17.96,Lazer
Papelaria Nobre,90.92,Educacao
Gas Ultragaz,228.05,Moradia
Hortifruti Verde Vida,205.56,Alimentacao
Mensalidade Faculdade Anhanguera,34.38,Educacao
Energia Light,103.55,Moradia
Aplicativo 99,48.53,Transporte
Balada Clube Noturno,20.68,Lazer
Streaming Deezer,54.56,Lazer
Posto Ipiranga,40.89,Transporte
Gas Ultragaz,575.43,Moradia
Consulta Medica Clinica Vida,82.65,Saude
Aplicativo InDrive,32.0,Transporte
Assistencia Tecnica Eletronicos,19.21,Servicos
Livraria Livraria Nobel,79.66,Educacao
Chaveiro 24 Horas,38.91,Servicos
Onibus Intermunicipal,52.44,Transporte
Cinema Ingresso Show,18.8,Lazer
Protecao Veicular Allianz,23.8,Transporte
Lava Rapido Total,28.55,Transporte
Moveis Etna,217.29,Moradia
Protecao Veicular Porto Seguro,73.62,Transporte
Metro Bilhete Unico,57.95,Transporte
Papelaria Kalunga,34.47,Educacao
Reforma Casa e Cia,289.2,Moradia
Cinema Kinoplex,17.07,Lazer
Abastecimento Veiculo,32.6,Transporte
Gas Comgas,345.77,Moradia
Pedagio Sem Parar,79.23,Transporte
Barbearia Classica,46.53,Servicos
Internet Tim Live,504.5,Moradia
Posto Shell,25.33,Transporte
Livraria Saraiva,40.58,Educacao
Passeio Parque Aquatico,35.42,Lazer
Curso Online Alura,33.08,Educacao
Condominio Edificio Central,319.82,Moradia
Feira Livre do Bairro,30.31,Alimentacao
Farmacia Drogasil,87.5,Saude
Streaming Amazon Prime,22.11,Lazer
Salao de Beleza Charme,16.78,Servicos
Plano de Saude SulAmerica,110.42,Saude
Lavanderia Rapida,16.86,Servicos
Estacionamento Multipark,33.41,Transporte
Protecao Veicular Porto Seguro,28.22,Transporte
Curso Online Udemy,288.69,Educacao
Supermercado Extra,62.87,Alimentacao
Mercadinho Bom Preco,30.61,Alimentacao
Mensalidade Faculdade Estacio,168.53,Educacao
Farmacia Extrafarma,350.29,Saude
Cinema Ingresso Show,12.66,Lazer
Curso de Ingles CNA,106.36,Educacao
Condominio Edificio Central,322.69,Moradia
Energia Enel,438.03,Moradia
Balada Clube Noturno,22.56,Lazer
Estacionamento Multipark,26.91,Transporte
Papelaria Nobre,41.87,Educacao
Plano Odontologico OdontoPrev,216.11,Saude
Papelaria Escolar Center,127.13,Educacao
Buffet de Eventos Tematico,12.86,Lazer
Padaria Sao Jose,53.92,Alimentacao
Lavanderia Rapida,47.82,Servicos
Restaurante Temperinho,60.23,Alimentacao
Posto Ale,57.01,Transporte
Metro Bilhete Unico,43.65,Transporte
Farmacia Droga Raia,141.14,Saude
Feira Livre Central,102.78,Alimentacao
Curso de Ingles Wizard,34.09,Educacao
Energia CPFL,625.88,Moradia
Energia CPFL,116.0,Moradia
Streaming Spotify Premium,10.69,Lazer
Mercado Atacadao,58.87,Alimentacao
Abastecimento Veiculo,26.71,Transporte
Gas Comgas,411.95,Moradia
Aluguel Residencial Imovel,300.67,Moradia
Revisao Automotiva Center,44.38,Transporte
Laboratorio Exame Fleury,59.92,Saude
Parque Aquatico Wet Fun,15.46,Lazer
Salao de Beleza Charme,47.31,Servicos
Mensalidade Faculdade Unip,60.75,Educacao
Streaming Spotify Premium,11.02,Lazer
Mensalidade Escola Objetivo,71.6,Educacao
Barbearia Classica,54.46,Servicos
Conserto de Eletronicos,70.82,Servicos
Farmacia Droga Raia,79.26,Saude
Remedio Farmacia,71.13,Saude
Mercado Atacadao,70.11,Alimentacao
Salao de Beleza Charme,15.97,Servicos
Internet Oi Fibra,479.94,Moradia
Salao de Beleza Charme,11.26,Servicos
Reforma Casa e Cia,168.97,Moradia
Curso Profissionalizante,47.29,Educacao
Plano Odontologico OdontoPrev,55.58,Saude
Seguro Residencial Bradesco,222.4,Moradia
Posto Ale,35.13,Transporte
Internet Vivo Fibra,463.07,Moradia
Aluguel Residencial Imovel,306.8,Moradia
Condominio Residencial Sol,487.53,Moradia
Oficina Mecanica Rapida,32.91,Transporte
Mercado Atacadao,64.69,Alimentacao
Supermercado Extra,59.26,Alimentacao
Energia Cemig,422.3,Moradia
Clinica Odontologica Sorriso,54.93,Saude
Restaurante Temperinho,60.64,Alimentacao
Padaria Sao Jose,33.27,Alimentacao
Manicure a Domicilio,7.18,Servicos
Pet Shop Bicho Feliz,52.34,Servicos
Barbearia Classica,8.64,Servicos
Manicure a Domicilio,15.84,Servicos
Lavanderia Express,39.17,Servicos
Streaming Deezer,35.1,Lazer
Posto Ale,36.97,Transporte
Mercado Sao Luiz,36.24,Alimentacao
Reforma Casa e Cia,330.26,Moradia
Plano de Saude Unimed,105.97,Saude
Mercadinho Bom Preco,46.61,Alimentacao
Streaming Spotify Premium,7.74,Lazer
Feira Livre Central,88.22,Alimentacao
Aplicativo InDrive,42.38,Transporte
Salao de Beleza Estilo,49.01,Servicos
Farmacia Nissei,106.88,Saude
Streaming Spotify Premium,22.7,Lazer
Estacionamento Multipark,45.77,Transporte
iFood Delivery,18.48,Alimentacao
Cinema Kinoplex,23.1,Lazer
Balada Clube Noturno,10.3,Lazer
Streaming Amazon Prime,17.85,Lazer
Conserto de Eletronicos,10.42,Servicos
Onibus Intermunicipal,48.08,Transporte
Lanchonete do Povo,67.83,Alimentacao
Assistencia Tecnica Celular,14.97,Servicos
Padaria Doce Vida,37.49,Alimentacao
Cinema Ingresso Show,15.55,Lazer
Curso Online Udemy,162.4,Educacao
Barbearia Classica,9.33,Servicos
Posto BR Mania,44.66,Transporte
Material de Construcao Casa Show,333.48,Moradia
Feira Livre do Bairro,26.13,Alimentacao
Chaveiro 24 Horas,17.2,Servicos
Psicologo Consulta Online,54.13,Saude
Combustivel Gasolina,117.73,Transporte
Academia Bio Ritmo,88.09,Saude
Internet Tim Live,201.81,Moradia
Barbearia Moderna,47.92,Servicos
Supermercado Assai,141.46,Alimentacao
Supermercado Pao de Acucar,48.43,Alimentacao
Livraria Cultura Didatica,194.13,Educacao
Restaurante Temperinho,81.01,Alimentacao
Protecao Veicular Porto Seguro,34.92,Transporte
Streaming Disney Plus,10.81,Lazer
Balada Clube Noturno,60.42,Lazer
Conserto de Eletronicos,36.35,Servicos
Protecao Veicular Porto Seguro,102.57,Transporte
Streaming Spotify Premium,21.74,Lazer
Oficina Mecanica Rapida,49.98,Transporte
Curso Profissionalizante,46.88,Educacao
Streaming Deezer,16.2,Lazer
Curso Online Alura,118.11,Educacao
Farmacia Nissei,374.21,Saude
Internet Claro Fibra,558.4,Moradia
Plano de Saude Unimed,49.41,Saude
Energia CPFL,351.31,Moradia
Agua e Esgoto Copasa,1250.54,Moradia
Barbearia Classica,13.51,Servicos
Conta de Agua,979.67,Moradia
Moveis Tok e Stok,206.59,Moradia
Oficina Mecanica Rapida,21.81,Transporte
Cinema Cinemark,17.02,Lazer
Moveis Etna,698.15,Moradia
Curso Tecnico Senai,125.58,Educacao
Abastecimento Veiculo,28.14,Transporte
Plano de Saude SulAmerica,383.0,Saude
Livraria Saraiva,58.61,Educacao
Papelaria Kalunga,73.95,Educacao
Combustivel Etanol,74.76,Transporte
Farmacia Nissei,365.94,Saude
Hortifruti Sao Joao,42.59,Alimentacao
Passeio Parque Aquatico,21.1,Lazer
Streaming HBO Max,16.59,Lazer
Curso Tecnico Senai,147.0,Educacao
Conserto de Eletronicos,9.42,Servicos
Metro Bilhete Unico,71.18,Transporte
Farmacia Nissei,137.56,Saude
Mensalidade Faculdade Unip,63.46,Educacao
Plano de Saude Amil,123.9,Saude
Internet Claro Fibra,152.87,Moradia
Farmacia Nissei,50.1,Saude
Internet Tim Live,180.58,Moradia
Gas Comgas,403.26,Moradia
Padaria Doce Vida,51.17,Alimentacao
Curso Online Udemy,263.05,Educacao
Salao de Beleza Vintage,20.31,Servicos
Streaming Deezer,16.89,Lazer
Condominio Edificio Central,154.66,Moradia
Rappi Delivery,61.35,Alimentacao
Lavanderia Rapida,21.11,Servicos
Feira Livre do Bairro,109.23,Alimentacao
Protecao Veicular Allianz,45.15,Transporte
Parque Aquatico Wet Fun,17.73,Lazer
Energia Light,452.62,Moradia
Academia Bio Ritmo,172.49,Saude
Academia Smart Fit,195.57,Saude
Streaming Deezer,21.15,Lazer
Padaria Ponto do Pao,27.27,Alimentacao
Restaurante Sabor Caseiro,38.52,Alimentacao
Auto Pecas Center,67.73,Transporte
Bar da Esquina,16.42,Lazer
Mercado Atacadao,129.3,Alimentacao
Cinema Ingresso Show,49.67,Lazer
Streaming Disney Plus,25.68,Lazer
Feira Livre do Bairro,46.09,Alimentacao
Material Escolar Didatico,155.02,Educacao
Salao de Beleza Estilo,14.27,Servicos
Barbearia Moderna,36.08,Servicos
Barbearia Vintage,29.97,Servicos
Salao de Beleza Estilo,24.35,Servicos
Pedagio Sem Parar,52.17,Transporte
Parque de Diversoes,51.7,Lazer
Mensalidade Escola Positivo,152.51,Educacao
Livraria Livraria Nobel,207.34,Educacao
Plano de Saude SulAmerica,72.73,Saude
Lanchonete Central,116.46,Alimentacao
Livraria Cultura Didatica,149.56,Educacao
Oficina Mecanica Silva,50.16,Transporte
Mensalidade Escola Objetivo,254.53,Educacao
Protecao Veicular Allianz,38.89,Transporte
Aluguel Apartamento Centro,179.0,Moradia
Barbearia Moderna,12.23,Servicos
Livraria Saraiva,95.75,Educacao
Plano de Saude Unimed,93.25,Saude
Servico de Fotografia,19.34,Servicos
Auto Pecas Center,15.51,Transporte
Consulta Medica Particular,75.48,Saude
Streaming Amazon Prime,28.34,Lazer
Curso Online Udemy,103.46,Educacao
Moveis Tok e Stok,447.73,Moradia
Material de Construcao Casa Show,433.2,Moradia
Imobiliaria Confianca,269.98,Moradia
Aluguel Casa Jardim,346.55,Moradia
Aluguel Residencial Imovel,231.99,Moradia
Aplicativo 99,22.98,Transporte
Auto Pecas Brasil,53.84,Transporte
Protecao Veicular Porto Seguro,45.55,Transporte
Restaurante Prato Feito,42.84,Alimentacao
Farmacia Droga Raia,158.06,Saude
Farmacia Extrafarma,97.15,Saude
Assistencia Tecnica Celular,10.91,Servicos
Livraria Cultura Didatica,73.14,Educacao
Mercado Sao Luiz,77.08,Alimentacao
Curso Tecnico Senai,24.85,Educacao
Feira Livre Central,26.19,Alimentacao
Mercado Dia a Dia,75.67,Alimentacao
Consulta Medica Clinica Vida,135.13,Saude
Restaurante Temperinho,18.0,Alimentacao
Streaming Netflix,69.53,Lazer
Padaria Doce Vida,86.87,Alimentacao
Internet Oi Fibra,331.31,Moradia
Oficina Mecanica Silva,39.25,Transporte
Farmacia Popular,126.85,Saude
Hortifruti Verde Vida,77.0,Alimentacao
Lanchonete do Povo,33.02,Alimentacao
Energia Light,316.24,Moradia
Livraria Livraria Nobel,150.59,Educacao
Parque de Diversoes,35.45,Lazer
Curso Online Coursera,164.68,Educacao
Fisioterapia ReviveMed,178.59,Saude
Salao de Beleza Charme,62.05,Servicos
Laboratorio Exame Hermes Pardini,119.04,Saude
Streaming Deezer,10.89,Lazer
Pet Shop Amigo Fiel,24.46,Servicos
Energia CPFL,126.2,Moradia
Servico de Fotografia,17.85,Servicos
Assinatura Duolingo Plus,73.07,Educacao
Lavanderia Rapida,30.63,Servicos
Pet Shop Amigo Fiel,13.25,Servicos
Passeio Parque Aquatico,44.98,Lazer
Auto Pecas Center,52.04,Transporte
Curso Online Coursera,59.37,Educacao
Farmacia Popular,41.49,Saude
Internet Oi Fibra,306.93,Moradia
Aplicativo Uber,69.01,Transporte
Supermercado Big Bompreco,112.78,Alimentacao
Streaming Deezer,11.68,Lazer
Moveis Etna,454.23,Moradia
Curso Online Alura,156.76,Educacao
Passeio Parque Aquatico,25.8,Lazer
Parque de Diversoes,48.24,Lazer
Seguro Residencial Porto,249.76,Moradia
Curso de Ingles Fisk,51.1,Educacao
Mensalidade Faculdade Unip,128.95,Educacao
Streaming Netflix,15.57,Lazer
Clinica Odontologica Bem Estar,57.43,Saude
Academia Bio Ritmo,177.6,Saude
Lanchonete Central,41.89,Alimentacao
Parque de Diversoes,25.19,Lazer
Salao de Beleza Vintage,38.4,Servicos
Passeio Parque Aquatico,10.27,Lazer
iFood Delivery,22.92,Alimentacao
Protecao Veicular Allianz,66.58,Transporte
Supermercado Big Bompreco,24.58,Alimentacao
Consulta Medica Clinica Vida,92.58,Saude
Acougue Central,34.3,Alimentacao
Parque de Diversoes,91.81,Lazer
Papelaria Kalunga,64.51,Educacao
Assistencia Tecnica Eletronicos,38.35,Servicos
Posto BR Mania,29.28,Transporte
Streaming Netflix,15.2,Lazer
Streaming Spotify Premium,5.47,Lazer
Parque Aquatico Wet Fun,7.97,Lazer
Oficina Mecanica Silva,28.29,Transporte
Academia Smart Fit,166.71,Saude
Barbearia Vintage,10.32,Servicos
Gas Ultragaz,178.19,Moradia
Material de Construcao Casa Show,344.78,Moradia
Papelaria Kalunga,73.31,Educacao
Agua e Esgoto Sabesp,260.66,Moradia
Moveis Tok e Stok,376.31,Moradia
Clinica Odontologica Sorriso,188.85,Saude
Streaming Spotify Premium,20.85,Lazer
Curso de Ingles CNA,113.15,Educacao
Academia Bio Ritmo,103.48,Saude
Academia Smart Fit,158.86,Saude
Hospital Sao Marcos,189.94,Saude
Protecao Veicular Allianz,32.37,Transporte
Clinica Odontologica Bem Estar,103.85,Saude
Supermercado Extra,80.04,Alimentacao
Mensalidade Escola Bilingue,51.4,Educacao
Combustivel Etanol,38.35,Transporte
Assinatura Duolingo Plus,59.28,Educacao
Mensalidade Faculdade Estacio,44.47,Educacao
Farmacia Droga Raia,117.45,Saude
Papelaria Nobre,241.69,Educacao
Barbearia Vintage,25.34,Servicos
Plano de Saude Unimed,141.48,Saude
Pedagio Sem Parar,27.57,Transporte
Cinema Cinemark,38.75,Lazer
Consulta Medica Particular,263.41,Saude
Combustivel Etanol,97.51,Transporte
Aplicativo Uber,36.93,Transporte
Servico de Fotografia,29.01,Servicos
Salao de Beleza Vintage,14.38,Servicos
Posto Ipiranga,23.85,Transporte
Barbearia Moderna,30.97,Servicos
Clinica Odontologica Sorriso,157.35,Saude
Padaria Ponto do Pao,23.94,Alimentacao
Aplicativo Uber,86.17,Transporte
Assistencia Tecnica Celular,34.4,Servicos
Mensalidade Faculdade Anhanguera,100.08,Educacao
Curso Preparatorio Vestibular,112.14,Educacao
Feira Livre Central,71.45,Alimentacao
Curso Tecnico Senai,132.22,Educacao
Costureira do Bairro,51.49,Servicos
Fisioterapia ReviveMed,123.5,Saude
Conserto de Eletronicos,26.32,Servicos
Oficina Mecanica Silva,64.65,Transporte
Combustivel Gasolina,28.17,Transporte
Acougue do Ze,64.92,Alimentacao
Salao de Beleza Vintage,23.25,Servicos
Mercado Atacadao,210.26,Alimentacao
Padaria Doce Vida,20.89,Alimentacao
Parque Aquatico Wet Fun,18.45,Lazer
Rappi Delivery,24.15,Alimentacao
Lavanderia Rapida,30.59,Servicos
Padaria Ponto do Pao,40.03,Alimentacao
Oficina Mecanica Silva,29.36,Transporte
Onibus Metropolitano,54.84,Transporte
Mensalidade Faculdade Estacio,117.6,Educacao
Hospital Sao Marcos,98.47,Saude
Lanchonete Central,44.65,Alimentacao
Academia Bio Ritmo,355.77,Saude
Acougue Boi Bom,72.45,Alimentacao
Material de Construcao Leroy Merlin,161.79,Moradia
Salao de Beleza Vintage,46.43,Servicos
Lanchonete Central,30.51,Alimentacao
Agua e Esgoto Copasa,143.86,Moradia
Streaming Disney Plus,42.16,Lazer
Conta de Luz,428.98,Moradia
Posto Shell,47.37,Transporte
Curso de Ingles Wizard,75.74,Educacao
Plano de Saude Amil,80.07,Saude
Boliche Fun Center,29.64,Lazer
Mensalidade Faculdade Anhanguera,63.74,Educacao
Aluguel Apartamento Centro,243.36,Moradia
Farmacia Extrafarma,163.09,Saude
Padaria Doce Vida,56.58,Alimentacao
Mensalidade Escola Positivo,66.53,Educacao
Barbearia Classica,11.48,Servicos
Protecao Veicular Allianz,25.41,Transporte
Energia CPFL,1217.53,Moradia
Supermercado Extra,55.65,Alimentacao
Posto Ale,47.17,Transporte
Bar do Amigo,12.51,Lazer
Plano de Saude Amil,252.18,Saude
Clinica Odontologica Bem Estar,95.55,Saude
Laboratorio Exame Hermes Pardini,113.2,Saude
Estacionamento Multipark,16.02,Transporte
Papelaria Nobre,93.73,Educacao
